From	To
A0JNW5	23074
Q9NYI0	23362
Q9BSF8	84280
Q641Q2	387680
Q9UIG0	9031
Q7KZ85	6830
P25490	7528
Q4LE39	51742
Q15121	8682
Q96EV2	155435
P31641	6533
P00519	25
Q9HA82	79603
Q96GX9	51074
Q7L2J0	56257
O43432	8672
Q76I76	85464
Q7L1V2	22879
Q8N488	23429
Q9BXF6	26056
Q14498	9584
Q9H4M7	57664
O15119	6926
Q9NYL9	29766
O43719	27336
P29375	5927
Q8WU79	64744
Q8WUA4	2976
Q9Y3T9	26155
Q9NYF8	9774
O60763	8615
Q15527	6835
P42677	6232
Q92974	9181
P49796	5998
Q86SQ0	90102
Q9Y4G8	9693
Q9UGU0	6942
P16949	3925
Q15554	7014
Q96BY6	55619
Q8TAQ2	6601
O15439	10257
Q15025	10318
Q8WUF5	10848
Q5VZL5	9202
Q9P2C4	57583
Q96JC9	85403
Q92499	1653
O75112	11155
Q92508	9780
Q9Y426	25966
Q9UBP0	6683
Q7Z6J2	160622
O60524	9147
P48681	10763
Q96AC1	10979
Q14676	9656
Q9NXG2	55623
Q12959	1739
Q9P206	57648
O43164	9867
Q5BKX8	347273
P02686	4155
Q9H4A3	65125
Q96S38	26750
Q9UJU5	27022
Q16623	6804
P61266	112755
O75962	7204
O94979	22872
Q99460	5707
Q9Y3S2	27309
Q9Y487	23545
Q5VSL9	85369
Q9Y5X1	51429
Q99700	6311
Q5VYS8	79670
Q9H2G2	9748
P48454	5533
Q15052	9459
Q8N5D0	23038
Q9UMX1	51684
P07948	4067
Q9HCN4	11321
O60303	23247
Q99584	6284
Q5JTD0	93643
Q9Y6X9	22880
Q3V6T2	55704
Q9NVM9	55726
O95197	10313
Q8ND30	8495
P23511	4800
Q9C0B5	25921
Q969E4	85012
Q96QZ7	9223
Q9HBL0	7145
O43166	26037
Q13637	10981
O94887	9855
Q9NUQ6	26010
Q8TC07	64786
Q9Y4K1	202
Q9UPQ0	22998
Q9H2J7	55117
Q86V15	54897
P60866	6224
Q9NPF5	55929
Q9UBL3	9070
Q96PU5	23327
Q9C0C2	85456
Q86WB0	51530
Q5JVS0	22927
P43243	9782
Q8N0X7	23111
Q9H4L7	56916
Q05209	5782
O75534	7812
O00159	4641
Q8WZA9	126298
Q6UWJ1	55002
P34947	2869
Q8TAD7	387882
Q8NFC6	259282
Q15185	10728
Q9Y2H1	23012
Q9BQE3	84790
Q7Z417	57532
P35609	88
Q9BVJ6	10813
Q9H4G0	2036
P51858	3068
Q8IV56	222171
Q9Y4D1	23002
Q9P2I0	53981
P55010	1983
P07910	3183
Q5TCZ1	9644
Q5T481	282996
Q8N3D4	254102
Q15545	6879
O14523	9854
P50570	1785
Q3KQU3	55700
Q14324	4606
Q2T9K0	93109
Q8WXH0	23224
Q86YP4	54815
O75674	10040
Q13409	1781
Q9UKV3	22985
Q8N556	60312
Q9Y4E5	26036
P46939	7402
Q7Z569	8315
Q8TER5	55701
P18583	6651
Q92823	4897
Q7Z7B0	27145
O75381	5195
O14646	1105
Q7Z7G8	157680
P35611	118
Q8N163	57805
Q9NTI5	23047
Q9C0C9	63893
Q8WWM7	11273
Q9Y5B0	9150
Q92538	8729
Q14839	1108
Q9HB58	3431
Q63HN8	57674
Q69YN4	25962
Q9UMZ2	11276
Q9Y2L9	23143
Q92785	5977
Q5T200	23091
A1A4S6	79658
Q8NHZ8	246184
O43242	5709
Q9Y235	10930
Q12846	6810
Q9UKY1	11244
Q9P2R6	473
Q9UBB9	24144
P23588	1975
Q96B23	147339
Q8N3F8	85377
Q8IWB9	55852
Q8TDD1	79039
O94988	10144
Q13029	7799
Q8IYB7	129563
Q9NWZ8	54960
Q9Y3E1	50810
Q8NDV7	27327
P53985	6566
Q9BT43	84265
Q9NRS6	29907
Q8N1G4	57470
Q9Y4G6	83660
P14625	7184
P07900	3320
Q8IXW5	79871
Q99442	7095
O00567	10528
P41229	8242
P55196	4301
Q96MP8	154881
Q13439	2803
Q9Y2X3	51602
Q00613	3297
P05412	3725
Q9NR30	9188
Q14766	4052
Q9NVU0	55718
Q5R372	9910
Q96CW1	1173
Q92797	8189
O00193	10944
P05388	6175
Q01804	54726
Q8N4C8	50488
Q8NBJ4	51280
Q9UKL0	23186
Q9UJX5	29945
P21817	6261
P09211	2950
Q96CW6	84138
P80303	4925
Q9Y3X0	26093
Q08357	6575
Q9NYV6	54700
Q13045	2314
Q6NZI2	284119
O00264	10857
P49321	4678
Q9BZQ8	116496
P20810	831
P55011	6558
Q9NSC5	9454
P41743	5584
Q6PHR2	25989
Q92503	6397
Q08945	6749
O75351	9525
Q96CX2	115207
Q15651	9324
P53367	27236
Q13287	9111
O75179	26057
Q9H307	5411
O00139	3796
Q96NE9	122786
Q8IWA0	84128
O75643	23020
P20936	5921
P42858	3064
O95684	11116
Q92504	7922
Q15291	5929
Q9NRL2	11177
Q8TD19	91754
P16157	286
Q86T65	23500
Q9Y217	9107
Q8IVL6	10536
Q01105	6418
Q9BZV1	80700
Q12873	1107
Q99543	27000
O75683	6838
O95453	5073
O95628	4850
Q9Y266	10726
Q01484	287
Q96EE3	81929
Q04656	538
P53999	10923
O43765	6449
Q9Y4F5	283638
O75781	5064
P14209	4267
Q9HAU5	26019
P53671	3985
Q9UN37	27183
Q8TEQ6	25929
Q9P260	57614
P21359	4763
P23193	6917
O75363	8537
P28715	2073
Q9H2Y7	64397
Q6Y7W6	26058
Q9Y613	29109
Q53TN4	79901
Q96RU2	57646
P30622	6249
Q92913	2258
A0FGR8	57488
Q8NEL9	80821
P54105	1207
Q5TC84	79627
Q6P0Q8	23139
Q9NP74	54873
P50443	1836
Q9H8W5	80263
Q13107	7375
P06732	1158
Q8NEZ4	58508
Q92692	5819
Q5JRA6	375056
Q9C073	81558
Q9UDY2	9414
Q9UPT6	23162
Q15678	5784
Q9Y3L3	23616
P19022	1000
Q9NYF0	51339
Q96TC7	55177
O43303	9738
O95218	9406
Q8IUG5	84700
Q86W56	670
Q86W56	8505
Q9BW71	8479
O14976	2580
Q96QT4	54822
Q86SQ7	10806
O75528	10474
P23443	6198
Q8N1I0	9732
Q9Y5B9	11198
P25788	5684
Q9H992	64844
Q9UKA4	11215
Q9H1K0	64145
Q02040	8227
Q8TDZ2	64780
Q8N108	57708
Q5T0F9	200014
Q5SY16	79707
Q9NQS3	25945
Q7Z401	10260
Q13554	816
P16070	960
Q9Y450	10767
Q01082	6711
Q14693	23175
O94854	643314
Q9UBH6	9213
P62987	7311
Q13127	5978
Q6PKG0	23367
P84157	439921
Q15424	6294
Q8NHP6	158747
Q9BQA1	79084
P19634	6548
P49137	9261
Q9UPN6	22828
Q96K76	55031
Q8IVF7	91010
Q16666	3428
Q13501	8878
Q9P287	56647
Q9NQX3	10243
Q9Y3P9	23637
Q96MF2	246329
O95922	25809
Q9H6X2	84168
Q5JSZ5	84726
Q8WYA6	56259
Q96RS0	96764
P07814	2058
O43324	9521
Q9HCD6	26115
O75923	8291
P08670	7431
O60307	23031
O15027	9919
P50747	3141
P05455	6741
Q8TBZ3	91833
Q8TF01	25957
P49756	58517
Q9UPZ3	11234
Q9BX66	10580
Q9NV70	55763
O75069	9911
Q9NQP4	5203
Q969V6	57591
Q9UBC2	58513
P40763	6774
P15374	7347
O43815	6801
Q9BZI7	65109
Q9H0W5	83987
Q08AE8	56907
Q00688	2287
Q5VT25	8476
P85299	55615
Q96Q05	83696
P36404	402
Q8IWW6	94134
Q9ULV5	3299
O14639	3983
O14681	9538
P62070	22800
Q7Z478	54505
Q9P2B4	55917
O75152	9877
Q86UW6	55728
Q15942	7791
Q9H2M9	25782
Q8NCW6	63917
O95359	10579
Q9Y6E2	28969
Q15652	221037
Q13428	6949
Q8N9B5	133746
Q9H7N4	58506
P16455	4255
Q07065	10970
P12270	7175
Q13136	8500
O00192	421
Q9Y4E8	9958
Q8TED9	134265
Q53GL0	51177
Q06413	4208
Q2M1Z3	57514
O43395	9129
Q70EL1	159195
Q12830	2186
Q96EZ8	10445
Q92733	5546
P13861	5576
Q8ND56	26065
Q5JTH9	23223
Q5VWQ8	153090
Q9UQE7	9126
Q9NSI2	85395
Q9BRJ6	84310
Q53T59	64342
Q12906	3609
P58546	136319
Q6PD62	9646
A8MW95	441925
Q9UPU7	23102
Q5BKZ1	284695
O95466	752
Q8TCT9	81502
Q13435	10992
P21291	1465
Q14814	4209
Q14847	3927
Q765P7	92154
Q6NZ67	80097
Q86UU1	23187
Q13017	394
Q9UQR1	7707
Q99459	988
Q9UHR5	29115
Q9UK61	23272
P04083	301
Q9UKS6	29763
P78527	5591
P04439	3105
Q5VT97	84144
Q06124	5781
Q16659	5597
Q53LP3	65124
Q96I15	51540
P27448	4140
Q9Y6X8	22882
P04075	226
O75925	8554
O75821	8666
Q15464	6461
Q8IVL1	89797
O00203	8546
P63208	6500
P41227	8260
Q5R3F8	114794
O75764	6920
O60784	10043
Q9Y4E1	253725
O95785	58525
Q9NQQ7	51006
P08758	308
Q5VY43	375033
Q709C8	54832
Q969J3	118426
Q02078	4205
P15924	1832
Q99689	9638
Q96DF8	8220
P41182	604
Q5T2D3	23252
Q70CQ2	9736
P17612	5566
O95400	10421
Q16649	4783
P42167	7112
Q8TEP8	55125
P46087	4839
Q96S55	56897
Q14865	84159
Q9Y4E6	23335
Q9NZM1	26509
Q2KHR3	79832
O43169	80777
Q03169	7127
Q8IXQ4	55425
Q9H246	81563
Q9NQT8	23303
O95613	5116
Q86TC9	84665
Q6P9H4	154043
Q13619	8451
P00533	1956
Q8IY63	154810
Q16799	6252
Q12982	663
P82909	92259
Q9Y6R1	8671
Q92870	323
Q9UQC2	9846
Q15788	8648
Q5JPI9	399818
O60551	9397
P29536	25802
Q13884	6641
Q14978	9221
Q8WVJ9	117581
Q93074	9968
Q6ZRV2	286077
P50750	1025
Q69YQ0	23384
Q9UNX4	10885
Q9NUL3	27067
Q9NW68	55108
O00327	406
Q13555	818
O00767	6319
Q96D71	85021
D6RIA3	285556
Q13451	2289
Q15629	23471
Q7L8A9	22846
Q9ULA0	23549
P52594	3267
O60716	1500
Q9HDC5	56704
Q8NEN0	84071
P46778	6144
Q9Y4P8	26100
P49959	4361
Q6ZVM7	146691
Q92890	7353
P52943	1397
Q14118	1605
Q9UHY8	9637
Q15366	5094
Q8NB49	286410
Q9H2D6	11078
Q9Y232	9425
O94906	24148
Q8IW50	203259
Q5XKK7	57184
Q99549	54737
Q7L9L4	92597
Q96PX6	114800
P05198	1965
Q15648	5469
O95671	8623
Q14161	9815
P51946	902
Q92622	9711
Q16270	3490
Q06830	5052
Q92610	9640
O94929	22885
P17987	6950
Q9NP61	26286
Q96K83	25925
Q5H9R7	55291
Q96RT1	55914
P47712	5321
Q9Y6D5	10564
Q96GX8	404550
Q52LW3	9411
Q9BSJ8	23344
Q9NZN5	23365
P78316	8602
Q9UHF7	7227
O60885	23476
O43491	2037
Q3B726	221830
Q9BQ52	60528
Q96BR1	100533105
Q96BR1	23678
O15085	9826
A2AJT9	256643
Q9Y6M7	9497
Q6ZS17	79567
Q5ZPR3	80381
Q9P266	57608
O15021	375449
P52179	8736
Q92922	6599
Q9H6S3	64787
Q5VZ89	55667
O14683	9537
Q9UDT6	7461
Q8N9Q2	285672
P49354	2339
Q9Y5S2	9578
Q14008	9793
O14492	10603
A7E2V4	23053
P31943	3187
P02794	2495
Q99961	6455
Q9Y5B6	94104
P35237	5269
Q9UMS6	171024
Q14103	3184
Q9UHW9	9990
P41236	5504
Q9NR31	56681
Q8TEQ0	92017
Q8NI27	57187
Q9BPZ7	79109
Q14004	8621
P48637	2937
Q86X27	55103
Q9UHV7	9969
Q8NG27	64219
Q92995	8975
Q9Y3F4	11171
O95714	8924
P42566	2060
Q9ULC3	51715
Q6NZY4	55596
P00367	2746
P61978	3190
P04406	2597
P10071	2737
Q6ZMU5	493829
P46060	5905
Q9H8G2	79886
Q659C4	55132
Q86V25	79805
P61160	10097
Q9UKN8	9329
P16220	1385
Q76M96	151887
Q92625	23294
O43741	5565
Q14D04	79674
O14958	845
Q7Z4S6	55605
P50395	2665
Q99755	8394
Q7Z5L9	359948
Q9UP95	6560
Q9P265	57609
Q9Y2E4	22982
O75116	9475
Q9P1T7	29969
O95573	2181
P62750	6147
Q9Y2I7	200576
Q5HYJ3	143684
Q8N2M8	11129
Q5JV73	84443
Q9P246	57620
P14866	3191
P14317	3059
P62241	6202
P31949	6282
Q00536	5127
Q9Y6M1	10644
Q58A45	255967
Q9P2Y5	7405
Q9BXJ9	80155
P55081	4236
Q9HAU0	54477
Q12923	5783
Q562R1	345651
Q16181	989
Q15019	4735
O43236	5414
P35269	2962
Q99613	8663
Q16186	11047
Q9NW75	55105
Q9H7S9	80139
Q96NB3	91603
P78332	10180
Q12905	3608
Q5SSJ5	50809
P26373	6137
Q8NDX5	80012
Q9HCL2	57678
Q15111	5334
Q9BWU0	22950
P52926	8091
P29692	1936
O60237	4660
Q9NZC9	50485
Q9UN70	5098
O60318	8888
Q05519	9295
Q15691	22919
P36873	5501
P78346	10556
Q13425	6645
O75909	8812
O00423	2009
P25054	324
Q99590	9169
Q8TBA6	9950
Q13442	11333
P62888	6156
O14974	4659
Q9UNZ2	55968
Q14526	3090
Q9ULG6	9236
Q9H3N1	81542
Q9P2N5	54439
P17302	2697
O96013	10298
Q96PE2	9828
Q8NFG4	201163
P55287	1009
Q92766	6239
P48059	3987
P55072	7415
Q9P2E9	6238
P05387	6181
Q9BZH6	55717
Q9Y4B4	23132
Q96G03	55276
Q15700	1740
Q8N370	124935
P55199	8178
Q5VUA4	24149
Q12872	6433
Q9H0B6	64837
O00716	1871
Q9Y696	25932
Q8ND04	55181
Q13813	6709
Q9UPQ3	116987
Q96P47	116988
O94901	23353
Q16204	8030
Q8TB03	159013
Q5FWF5	114799
P43487	5902
Q9HAN9	64802
Q03468	2074
O75030	4286
O43310	9811
P42685	2444
Q9NR09	57448
Q9Y2Z0	10910
O60502	10724
P08253	4313
O75509	27242
Q9NX40	54940
Q9ULI0	54454
Q96LA8	55170
Q08J23	54888
Q03111	4298
Q9BXS5	8907
P35858	3483
Q92878	10111
P34910	2124
Q8TEU7	51735
Q15051	9657
P51178	5333
P61204	377
P18085	378
Q14993	1310
Q8WYL5	54434
Q6UXV4	139322
Q8TEW8	117583
O15427	9123
P08138	4804
Q0IIM8	54885
Q9BWF3	5936
P42345	2475
P25106	57007
Q96QC0	5514
A2A3K4	138639
Q96T37	64783
P08708	6218
Q13464	6093
Q9UHR4	55971
Q6NYC8	170954
P42224	6772
Q9NVN8	54552
Q6IAA8	55004
Q13123	3550
P98174	2245
P0C1Z6	29844
Q9NZL4	23640
Q6YHU6	63892
Q99698	1130
P61247	6189
Q9H2P0	23394
Q9P2F8	57568
Q16512	5585
O00472	22936
Q8WUA2	85313
Q08AD1	23271
Q96CV9	10133
Q8NI08	135112
Q92539	9663
Q86TV6	145567
P23497	6672
O96007	4338
P62191	5700
Q9NZN4	30846
O14672	102
Q13404	387522
Q13404	7335
Q8IXK0	1912
Q9GZT3	81892
Q9ULH0	57498
Q9H425	84886
Q99704	1796
Q8TBP0	125058
O43149	23140
P24821	3371
P08910	11057
Q15334	3996
Q9UPI3	55640
Q13610	11137
Q6DN90	9922
Q00537	5128
Q07002	5129
Q9NS56	10210
Q7Z7L8	387763
Q9UJU6	28988
Q9Y5Q9	9330
O95069	3776
Q658Y4	157769
Q5VVJ2	114803
O60245	5099
Q9UQB8	10458
Q9UNL2	6747
Q14241	6924
Q00587	11135
O00559	9166
Q7Z3K3	23126
Q5T5C0	134957
Q96RR4	10645
Q49A26	84656
Q9NQG5	58490
Q9NYJ8	23118
E7EW31	389333
P57737	79585
Q8N201	26173
Q15742	4665
Q9BTC8	57504
Q9HCE1	4343
Q96BY7	55102
O14828	10067
Q9UGP4	8994
Q08499	5144
O94967	22911
Q8ND24	257160
Q6V0I7	79633
P40925	4190
Q8NEJ9	25983
Q9Y2H0	22839
Q9UPR0	23228
Q86UE4	92140
Q9NRF8	56474
Q9BST9	6242
Q15643	9321
Q08334	3588
Q63HR2	23371
Q5VUB5	221061
O95819	9448
P82094	7110
P21796	7416
P45880	7417
P53602	4597
Q9NPB8	56261
P35240	4771
Q13530	10955
