From	To
Q9H4A6	GOLPH3
Q9P2G1	ANKIB1
Q9NZQ3	NCKIPSD
Q86U86	PBRM1
Q12988	HSPB3
O00116	AGPS
Q9UKM9	RALY
Q9H1K1	ISCU
P19532	TFE3
Q9BUU2	METTL22
Q8N350	CBARP
O60291	MGRN1
Q9Y2J4	AMOTL2
Q9NSK0	KLC4
Q9ULQ0	STRIP2
P41970	ELK3
O15127	SCAMP2
Q8N5S9	CAMKK1
Q29RF7	PDS5A
A6NIX2	WTIP
P49768	PSEN1
Q9UFC0	LRWD1
O94819	KBTBD11
Q9HB09	BCL2L12
O95685	PPP1R3D
Q9NWZ5	UCKL1
O43290	SART1
Q9NR34	MAN1C1
Q9Y2Y9	KLF13
Q96C19	EFHD2
P09603	CSF1
O95402	MED26
P34925	RYK
O75569	PRKRA
P78356	PIP4K2B
Q9BU76	MMTAG2
Q96JK2	DCAF5
Q7L3B6	CDC37L1
P29590	PML
Q9BRK3	MXRA8
Q7Z406	MYH14
Q9NR19	ACSS2
P56696	KCNQ4
Q8WU90	ZC3H15
Q2KJY2	KIF26B
Q6ZUT6	CCDC9B
Q8IX15	HOMEZ
Q96PC5	MIA2
P38432	COIL
Q9ULL8	SHROOM4
O75362	ZNF217
P15923	TCF3
Q9UJW0	DCTN4
Q9NY61	AATF
Q96JY6	PDLIM2
P10916	MYL2
Q2YD98	UVSSA
Q6IQ22	RAB12
Q9ULU8	CADPS
Q9H6H4	REEP4
Q03252	LMNB2
Q6UWH4	GASK1B
P20700	LMNB1
Q9H6F5	CCDC86
P09455	RBP1
Q8NDX6	ZNF740
Q1RMZ1	BMT2
O95456	PSMG1
O43861	ATP9B
Q8NFJ5	GPRC5A
P78314	SH3BP2
Q9UBP6	METTL1
P46937	YAP1
Q7Z3C6	ATG9A
Q8N8Z6	DCBLD1
Q9BSQ5	CCM2
Q9Y6D9	MAD1L1
Q9NQG6	MIEF1
Q00987	MDM2
O14795	UNC13B
P83731	RPL24
Q96MU7	YTHDC1
Q9H9D4	ZNF408
Q9UIS9	MBD1
P55884	EIF3B
Q9NR45	NANS
Q8TC76	FAM110B
Q6ZSY5	PPP1R3F
Q96PE1	ADGRA2
O43516	WIPF1
O14924	RGS12
P04637	TP53
Q8N6T7	SIRT6
Q07912	TNK2
O14545	TRAFD1
Q8NAC3	IL17RC
P46940	IQGAP1
P48960	ADGRE5
Q8N3E9	PLCD3
O43822	CFAP410
O75420	GIGYF1
Q96JN8	NEURL4
O15417	TNRC18
P04920	SLC4A2
Q9H4L5	OSBPL3
P11532	DMD
Q9Y383	LUC7L2
Q14524	SCN5A
Q86XP3	DDX42
Q9P2P5	HECW2
O15530	PDPK1
O43306	ADCY6
Q9UKI2	CDC42EP3
Q14153	FAM53B
Q8IWZ3	ANKHD1
Q6EEV4	POLR2M
O00459	PIK3R2
P46379	BAG6
Q9HA65	TBC1D17
Q86UW9	DTX2
Q15642	TRIP10
O95801	TTC4
O94964	SOGA1
P20749	BCL3
Q0VG06	FAAP100
Q86WR7	PROSER2
Q15345	LRRC41
Q86YR5	GPSM1
Q9BUT9	MCRIP2
P02511	CRYAB
Q8TAP8	PPP1R35
Q9UBS0	RPS6KB2
Q8N137	CNTROB
Q7Z7A4	PXK
O00231	PSMD11
P56524	HDAC4
Q4L180	FILIP1L
Q9BRZ2	TRIM56
Q96P48	ARAP1
Q5C9Z4	NOM1
Q86X53	ERICH1
Q13627	DYRK1A
Q99501	GAS2L1
P25325	MPST
O00291	HIP1
O14558	HSPB6
O60936	NOL3
P27708	CAD
Q7L7X3	TAOK1
Q9H0K1	SIK2
A0A0B4J2F2	SIK1B
Q8IY26	PLPP6
Q8TAF3	WDR48
P54578	USP14
Q6NXT1	ANKRD54
Q8ND25	ZNRF1
Q9BVG9	PTDSS2
O60381	HBP1
Q969K3	RNF34
Q8WZ73	RFFL
O94826	TOMM70
O75143	ATG13
Q99500	S1PR3
Q9H0E3	SAP130
Q92543	SNX19
P15822	HIVEP1
P08913	ADRA2A
Q9BZ23	PANK2
Q9BV36	MLPH
Q9UI08	EVL
Q15477	SKIV2L
Q16513	PKN2
Q96SB3	PPP1R9B
Q13614	MTMR2
Q9NSU2	TREX1
A1L170	C1orf226
P52735	VAV2
Q99653	CHP1
Q969Z0	TBRG4
Q96GS4	BORCS6
Q8N684	CPSF7
Q9BXB5	OSBPL10
Q7L591	DOK3
Q96G74	OTUD5
Q96S44	TP53RK
P54725	RAD23A
Q7Z4H7	HAUS6
Q86TB9	PATL1
Q9BYX2	TBC1D2
O43524	FOXO3
Q9BVN2	RUSC1
Q9P275	USP36
Q6PJI9	WDR59
Q96A73	KIAA1191
O00512	BCL9
Q15131	CDK10
P17676	CEBPB
Q9H1Z4	WDR13
P50613	CDK7
P42694	HELZ
Q147X3	NAA30
Q9Y259	CHKB
Q9H9J4	USP42
Q9BTA9	WAC
Q96PU8	QKI
O43639	NCK2
P17275	JUNB
Q6DD88	ATL3
Q2VPK5	CTU2
Q13823	GNL2
O75794	CDC123
Q9Y2W2	WBP11
Q8IY17	PNPLA6
Q9H0X9	OSBPL5
Q96M96	FGD4
Q8NE62	CHDH
Q8IVM0	CCDC50
Q9H3E2	SNX25
Q6ZW31	SYDE1
Q9Y6G9	DYNC1LI1
Q96AM1	MRGPRF
Q92888	ARHGEF1
Q15084	PDIA6
Q58WW2	DCAF6
P31942	HNRNPH3
Q8NCP5	ZBTB44
P06241	FYN
Q99816	TSG101
Q18PE1	DOK7
Q15361	TTF1
Q96EV8	DTNBP1
Q15696	ZRSR2
Q9P2N6	KANSL3
P19419	ELK1
Q6PJF5	RHBDF2
P78504	JAG1
Q96S90	LYSMD1
Q9BTK6	PAGR1
Q96RL1	UIMC1
Q6P158	DHX57
Q9P2D0	IBTK
Q8TBE0	BAHD1
P49590	HARS2
Q86WN1	FCHSD1
Q70EK8	USP53
Q6ZNE5	ATG14
Q6PJT7	ZC3H14
Q14517	FAT1
Q96S82	UBL7
Q5VWJ9	SNX30
Q96EY5	MVB12A
Q6ZRP7	QSOX2
P27348	YWHAQ
Q9UJY1	HSPB8
O95782	AP2A1
O60516	EIF4EBP3
P49116	NR2C2
Q9NPG3	UBN1
Q9UDY4	DNAJB4
O95758	PTBP3
Q8NHG8	ZNRF2
Q96D46	NMD3
Q9NZJ4	SACS
Q8IWU2	LMTK2
Q96KR1	ZFR
Q9H6R7	WDCP
Q2TAM9	TUSC1
Q96QR8	PURB
Q14671	PUM1
A8MVW0	FAM171A2
O95490	ADGRL2
Q8N3K9	CMYA5
Q8IWE5	PLEKHM2
Q8NB14	USP38
Q9HD20	ATP13A1
Q9HC78	ZBTB20
Q92623	TTC9
O95487	SEC24B
P46109	CRKL
Q96CC6	RHBDF1
Q16706	MAN2A1
P57768	SNX16
Q07092	COL16A1
P17812	CTPS1
P36915	GNL1
P18031	PTPN1
O00267	SUPT5H
Q6ZW76	ANKS3
Q8NCJ5	SPRYD3
Q15417	CNN3
Q8WU17	RNF139
Q01201	RELB
O75190	DNAJB6
Q96C57	CUSTOS
Q8IX01	SUGP2
Q969R5	L3MBTL2
Q9ULI3	HEG1
O14745	SLC9A3R1
Q6ZVH7	ESPNL
P54253	ATXN1
P17029	ZKSCAN1
O60884	DNAJA2
Q96D09	GPRASP2
Q9BVP2	GNL3
P10644	PRKAR1A
P29317	EPHA2
Q6TFL4	KLHL24
Q13563	PKD2
O43150	ASAP2
P51991	HNRNPA3
Q9ULL4	PLXNB3
Q9NZ56	FMN2
Q99996	AKAP9
Q9H6Y2	WDR55
P0C264	SBK3
Q9NTJ3	SMC4
Q02156	PRKCE
Q14195	DPYSL3
Q9NQ29	LUC7L
Q01995	TAGLN
Q9BUR4	WRAP53
P13796	LCP1
Q96EI5	TCEAL4
P55291	CDH15
Q15007	WTAP
Q8TF74	WIPF2
P78524	DENND2B
Q9H6U6	BCAS3
Q6P3S6	FBXO42
O96019	ACTL6A
Q01167	FOXK2
Q13098	GPS1
Q9H8M2	BRD9
Q12986	NFX1
Q6UXF1	TMEM108
Q92889	ERCC4
Q86U06	RBM23
Q96GF1	RNF185
Q9UPX8	SHANK2
P29353	SHC1
O95071	UBR5
O14950	MYL12B
P30050	RPL12
Q9P0B6	CCDC167
P47756	CAPZB
Q8IUW3	SPATA2L
P0DJ93	SMIM13
O60341	KDM1A
Q13049	TRIM32
Q16630	CPSF6
Q92917	GPKOW
P15151	PVR
Q9NPE2	NGRN
Q96AY4	TTC28
Q9NQS1	AVEN
O60749	SNX2
Q96J84	KIRREL1
Q96PV6	LENG8
Q7Z333	SETX
P06756	ITGAV
Q9ULH7	MRTFB
Q96PY6	NEK1
Q9Y2B1	RXYLT1
Q92615	LARP4B
Q53GS9	USP39
Q8WUQ7	CACTIN
Q9Y2V2	CARHSP1
Q92841	DDX17
Q7Z589	EMSY
Q8NAF0	ZNF579
Q6UY14	ADAMTSL4
Q96JE7	SEC16B
Q9Y6P5	SESN1
Q9H4B6	SAV1
Q5T0N5	FNBP1L
O14980	XPO1
O43301	HSPA12A
Q969E8	TSR2
O95361	TRIM16
Q02297	NRG1
Q7L8J4	SH3BP5L
P61619	SEC61A1
Q13043	STK4
Q9Y388	RBMX2
O60292	SIPA1L3
Q8WYP5	AHCTF1
Q76FK4	NOL8
Q68D10	SPTY2D1
Q8NBU5	ATAD1
Q09019	DMWD
Q969S2	NEIL2
Q4G0F5	VPS26B
Q9Y4P1	ATG4B
O43488	AKR7A2
Q15233	NONO
Q9Y3T6	R3HCC1
P61026	RAB10
Q13085	ACACA
Q01664	TFAP4
Q13618	CUL3
Q6MZQ0	PRR5L
Q8IXT5	RBM12B
Q8WXF1	PSPC1
P50479	PDLIM4
P51149	RAB7A
Q96S66	CLCC1
Q13286	CLN3
P37173	TGFBR2
P18669	PGAM1
Q9NYF3	FAM53C
P78344	EIF4G2
Q9NRG9	AAAS
A6NK97	SLC22A20P
Q01196	RUNX1
Q13636	RAB31
O75508	CLDN11
Q9H3S7	PTPN23
Q4G0W2	DUSP28
Q9UEG4	ZNF629
Q15435	PPP1R7
Q5JU85	IQSEC2
P49674	CSNK1E
Q9NQ92	COPRS
Q5SRE5	NUP188
P48730	CSNK1D
Q96IF1	AJUBA
Q5VTQ0	TTC39B
O60678	PRMT3
Q15582	TGFBI
Q96ST3	SIN3A
Q9NVN3	RIC8B
Q7Z7N9	TMEM179B
P12111	COL6A3
Q9P1Z2	CALCOCO1
Q9HCL0	PCDH18
Q7L4E1	MIGA2
Q9BVT8	TMUB1
O00541	PES1
Q9HD26	GOPC
Q9H330	TMEM245
Q9P212	PLCE1
P21860	ERBB3
Q9NQG7	HPS4
P22626	HNRNPA2B1
P35555	FBN1
Q9NXC5	MIOS
Q99081	TCF12
Q9UJK0	TSR3
Q9ULL5	PRR12
P08621	SNRNP70
Q9BRQ0	PYGO2
Q96LD4	TRIM47
P30419	NMT1
Q9NZM4	BICRA
Q13144	EIF2B5
O94776	MTA2
Q96CP6	GRAMD1A
Q6GQQ9	OTUD7B
Q9NXV6	CDKN2AIP
Q9Y6R9	CCDC61
Q96RV3	PCNX1
Q53GG5	PDLIM3
Q9NPQ8	RIC8A
Q9NVS9	PNPO
Q9UEE5	STK17A
Q92994	BRF1
Q9Y6F6	IRAG1
P52756	RBM5
Q9NRF2	SH2B1
P83876	TXNL4A
P12268	IMPDH2
Q9NZN8	CNOT2
Q5VT52	RPRD2
P06733	ENO1
Q15758	SLC1A5
Q96A00	PPP1R14A
Q96MG7	NSMCE3
Q13573	SNW1
P04792	HSPB1
Q96KG7	MEGF10
O14920	IKBKB
Q7Z434	MAVS
Q8IZJ1	UNC5B
Q13242	SRSF9
Q9UIF9	BAZ2A
Q9H1I8	ASCC2
Q8WXI9	GATAD2B
Q01813	PFKP
Q9BUJ2	HNRNPUL1
P11274	BCR
Q96SB4	SRPK1
P0DPB5	POLR1D
Q99623	PHB2
O60547	GMDS
P22694	PRKACB
Q6UX71	PLXDC2
Q9Y6W5	WASF2
Q5VYS4	MEDAG
Q9BUZ4	TRAF4
Q32MK0	MYLK3
O43847	NRDC
Q562E7	WDR81
Q13671	RIN1
O00562	PITPNM1
Q6PJG6	BRAT1
P10398	ARAF
Q6NWY9	PRPF40B
Q7L2E3	DHX30
Q99576	TSC22D3
P15408	FOSL2
Q13613	MTMR1
O95759	TBC1D8
Q2M1K9	ZNF423
Q9H7P9	PLEKHG2
O60565	GREM1
P45974	USP5
P08240	SRPRA
P0C7T5	ATXN1L
Q9NUY8	TBC1D23
P28066	PSMA5
Q96G01	BICD1
Q9P273	TENM3
O95633	FSTL3
Q96LW7	CARD19
Q9H5N1	RABEP2
Q8IZQ1	WDFY3
P31948	STIP1
Q96S15	WDR24
Q9P2K8	EIF2AK4
Q6XZF7	DNMBP
P33527	ABCC1
Q9BQ39	DDX50
Q53ET0	CRTC2
P86791	CCZ1
O14641	DVL2
Q07889	SOS1
Q9Y4B6	DCAF1
Q9P2K3	RCOR3
Q96RY7	IFT140
Q8WXF0	SRSF12
Q8N961	ABTB2
Q9H7M9	VSIR
P53365	ARFIP2
Q9HBF4	ZFYVE1
O75607	NPM3
Q9C0E2	XPO4
Q9HB19	PLEKHA2
Q8NAV1	PRPF38A
Q8WVK2	SNRNP27
Q13642	FHL1
P98196	ATP11A
Q14667	KIAA0100
P35499	SCN4A
Q07954	LRP1
O60256	PRPSAP2
Q86XN8	MEX3D
Q9NR12	PDLIM7
O94921	CDK14
P16234	PDGFRA
O75157	TSC22D2
Q6ZU35	CRACD
O95210	STBD1
Q07352	ZFP36L1
Q9NYB9	ABI2
P27105	STOM
Q13443	ADAM9
P13984	GTF2F2
Q13547	HDAC1
P27361	MAPK3
Q9UD71	PPP1R1B
P22234	PAICS
P16298	PPP3CB
Q5TDH0	DDI2
Q15831	STK11
O60443	GSDME
P07741	APRT
Q16832	DDR2
Q9Y2S7	POLDIP2
O75161	NPHP4
Q14137	BOP1
Q8IX21	SLF2
P12694	BCKDHA
Q14156	EFR3A
Q7Z2X4	PID1
Q86T03	PIP4P1
Q9BSW2	CRACR2A
P35251	RFC1
P36578	RPL4
P13639	EEF2
Q9UM11	FZR1
P14859	POU2F1
P18621	RPL17
Q9BZG1	RAB34
A1IGU5	ARHGEF37
O60934	NBN
O60701	UGDH
P49841	GSK3B
Q9NTI2	ATP8A2
Q96J66	ABCC11
Q6ZP82	CCDC141
P08134	RHOC
Q8WUX9	CHMP7
O14867	BACH1
Q03393	PTS
P19174	PLCG1
O75324	SNN
Q86VF7	NRAP
Q9Y4K4	MAP4K5
Q5JWF2	GNAS
Q15063	POSTN
O75864	PPP1R37
P07437	TUBB
Q9UBP9	GULP1
Q16584	MAP3K11
Q15388	TOMM20
Q9UGJ0	PRKAG2
Q00872	MYBPC1
O14494	PLPP1
O94851	MICAL2
O00444	PLK4
Q86TN4	TRPT1
Q6ZRI6	C15orf39
P56211	ARPP19
Q8WX92	NELFB
P34741	SDC2
P36507	MAP2K2
P17096	HMGA1
Q9Y597	KCTD3
P48556	PSMD8
Q9BWT3	PAPOLG
Q9BUH6	PAXX
O95149	SNUPN
Q96A19	CCDC102A
Q96LY2	CCDC74B
Q15773	MLF2
Q2KHR2	RFX7
Q8TCG2	PI4K2B
Q8WXG6	MADD
Q13057	COASY
Q8N8G2	VGLL2
O95980	RECK
Q5T749	KPRP
Q9P013	CWC15
Q9P2E5	CHPF2
P54821	PRRX1
Q12841	FSTL1
Q9Y2F5	ICE1
Q9P225	DNAH2
O95873	C6orf47
Q86US8	SMG6
Q99959	PKP2
Q96CB8	INTS12
Q08378	GOLGA3
Q9H3C7	GGNBP2
Q9P035	HACD3
Q12774	ARHGEF5
Q9H3M7	TXNIP
P38936	CDKN1A
Q86U90	YRDC
Q6UUV7	CRTC3
Q9UNE7	STUB1
Q9NX74	DUS2
Q14573	ITPR3
Q9C086	INO80B
Q14558	PRPSAP1
O95248	SBF1
Q6ZV89	SH2D5
Q9ULC8	ZDHHC8
Q9NVM1	EVA1B
P22105	TNXB
Q9P2H5	USP35
Q8N6R0	METTL13
O00178	GTPBP1
Q9BZF2	OSBPL7
Q9H832	UBE2Z
Q96F44	TRIM11
Q12769	NUP160
Q9HCM3	KIAA1549
Q9C004	SPRY4
O60231	DHX16
P08648	ITGA5
Q8N357	SLC35F6
Q8IY22	CMIP
Q5SQI0	ATAT1
Q52LR7	EPC2
Q7L5A3	FAM214B
A6ND36	FAM83G
Q8N6N3	C1orf52
Q9BU19	ZNF692
Q15596	NCOA2
P04626	ERBB2
Q9NXH8	TOR4A
Q96F63	CCDC97
O75448	MED24
O76024	WFS1
Q9ULF5	SLC39A10
Q5T8P6	RBM26
Q53EP0	FNDC3B
Q96K21	ZFYVE19
Q13596	SNX1
P78317	RNF4
Q96BJ3	AIDA
Q53QV2	LBH
Q9UPY5	SLC7A11
Q9UJ14	GGT7
Q14147	DHX34
Q9UP83	COG5
Q9Y6C2	EMILIN1
P23508	MCC
P63000	RAC1
A6NM62	LRRC53
Q9BRR9	ARHGAP9
Q86X10	RALGAPB
P19838	NFKB1
Q16514	TAF12
Q9ULP9	TBC1D24
Q7Z3B3	KANSL1
Q6ZN04	MEX3B
Q5U5Q3	MEX3C
O95251	KAT7
Q5SQQ9	VAX1
P98198	ATP8B2
P62753	RPS6
Q9BZL6	PRKD2
P19021	PAM
O94842	TOX4
P55316	FOXG1
Q9H270	VPS11
Q5T3F8	TMEM63B
Q99719	SEPTIN5
Q5W0Z9	ZDHHC20
Q99788	CMKLR1
O43896	KIF1C
P27986	PIK3R1
P98160	HSPG2
Q9HBM0	VEZT
Q02410	APBA1
Q8IWV7	UBR1
Q09013	DMPK
Q8NE00	TMEM104
P52272	HNRNPM
Q9Y365	STARD10
Q86UX6	STK32C
Q8NCE2	MTMR14
O75335	PPFIA4
Q9BQ67	GRWD1
Q9NY27	PPP4R2
Q13322	GRB10
O75665	OFD1
P54646	PRKAA2
Q13895	BYSL
Q13546	RIPK1
O76080	ZFAND5
A4D1P6	WDR91
Q9BYI3	FAM126A
Q9UIK4	DAPK2
Q99829	CPNE1
Q9UPQ7	PDZRN3
Q9NRA2	SLC17A5
Q8IWA5	SLC44A2
Q9GZY8	MFF
Q8TBZ6	TRMT10A
Q8TF40	FNIP1
Q9H1A4	ANAPC1
P37802	TAGLN2
Q9Y3Z3	SAMHD1
Q9Y2B0	CNPY2
Q93008	USP9X
P41279	MAP3K8
P15531	NME1
P22392	NME2
O75379	VAMP4
Q9H000	MKRN2
Q86X95	CIR1
Q8WU20	FRS2
Q96AD5	PNPLA2
Q86VY9	TMEM200A
Q9NSD5	SLC6A13
Q8IVP5	FUNDC1
P39687	ANP32A
Q13371	PDCL
Q9H4X1	RGCC
O60825	PFKFB2
Q00577	PURA
Q9BX95	SGPP1
Q13542	EIF4EBP2
Q9HAK2	EBF2
Q5JYT7	KIAA1755
Q9BY44	EIF2A
O00629	KPNA4
O94986	CEP152
Q9UGI6	KCNN3
Q08289	CACNB2
Q9NZI8	IGF2BP1
Q96RT6	CTAGE1
Q86VB7	CD163
Q96PK6	RBM14
Q07617	SPAG1
P31323	PRKAR2B
Q9BTT6	LRRC1
Q13615	MTMR3
Q8IXQ3	C9orf40
Q14643	ITPR1
P13612	ITGA4
P49760	CLK2
Q8TC92	ENOX1
Q96BH1	RNF25
Q9NV29	TMEM100
Q13950	RUNX2
Q9NZ63	C9orf78
Q5XUX0	FBXO31
Q13946	PDE7A
Q6ZN18	AEBP2
P46934	NEDD4
O75896	TUSC2
O75676	RPS6KA4
P55042	RRAD
Q8IYB1	MB21D2
Q9NP56	PDE7B
Q9UFB7	ZBTB47
Q9NX58	LYAR
P81274	GPSM2
Q69YU3	ANKRD34A
Q9BWN1	PRR14
Q8N7C4	TMEM217
P55201	BRPF1
Q96EP0	RNF31
P47974	ZFP36L2
O60658	PDE8A
Q9HB21	PLEKHA1
Q14149	MORC3
P49207	RPL34
Q96MD7	C9orf85
Q9HCG8	CWC22
Q9BTC0	DIDO1
Q16875	PFKFB3
Q8TDN4	CABLES1
Q92564	DCUN1D4
Q96I25	RBM17
P40222	TXLNA
Q5QP82	DCAF10
P31749	AKT1
Q96IW2	SHD
Q13574	DGKZ
Q8N612	FHIP1B
Q8N1G1	REXO1
Q9NXR1	NDE1
O15033	AREL1
Q9BW61	DDA1
O00501	CLDN5
Q01581	HMGCS1
Q8TDJ6	DMXL2
Q96RU3	FNBP1
Q9C0E4	GRIP2
Q8N9N8	EIF1AD
P57081	WDR4
P49450	CENPA
Q5VTL8	PRPF38B
Q9BUI4	POLR3C
Q6Q0C0	TRAF7
Q9H2H9	SLC38A1
Q8TD16	BICD2
P54278	PMS2
Q9Y6K9	IKBKG
Q9ULD4	BRPF3
Q9BVA0	KATNB1
Q05193	DNM1
Q14123	PDE1C
Q9Y5W9	SNX11
Q8TAB5	C1orf216
Q07001	CHRND
Q9UMX3	BOK
P18054	ALOX12
P49757	NUMB
Q9NYV4	CDK12
Q6ZRS2	SRCAP
Q8NHH9	ATL2
Q14432	PDE3A
Q5SNT2	TMEM201
Q96AX9	MIB2
Q9BRQ6	CHCHD6
Q8IWF6	DENND6A
Q9UJX2	CDC23
Q9NZJ7	MTCH1
P98095	FBLN2
O60493	SNX3
Q2KHT3	CLEC16A
P11413	G6PD
Q86XA9	HEATR5A
Q15672	TWIST1
O14908	GIPC1
Q92560	BAP1
Q86YD1	PTOV1
Q9P2F6	ARHGAP20
Q8N3R9	PALS1
Q14739	LBR
O15211	RGL2
Q9UKV8	AGO2
Q6P4Q7	CNNM4
Q16629	SRSF7
Q8TC71	SPATA18
Q8TEA8	DTD1
Q92633	LPAR1
Q92618	ZNF516
O75061	DNAJC6
Q8IVE3	PLEKHH2
Q969H6	POP5
P53355	DAPK1
Q96RF0	SNX18
Q5J8M3	EMC4
Q6AWC2	WWC2
Q9ULE0	WWC3
Q9H8W4	PLEKHF2
P52298	NCBP2
P17655	CAPN2
Q9UJV9	DDX41
O60239	SH3BP5
Q8TBB5	KLHDC4
Q5TAQ9	DCAF8
Q8N6G6	ADAMTSL1
P06744	GPI
Q13835	PKP1
P30411	BDKRB2
Q9Y6K1	DNMT3A
O94888	UBXN7
P86452	ZBED6
Q15059	BRD3
O75494	SRSF10
Q9BXW6	OSBPL1A
O43909	EXTL3
Q96L93	KIF16B
Q9BXB4	OSBPL11
B7ZBB8	PPP1R3G
Q9BRK0	REEP2
Q9H902	REEP1
A3KN83	SBNO1
Q9Y580	RBM7
Q96EQ0	SGTB
Q96AG3	SLC25A46
Q8N3C7	CLIP4
Q8N2U9	SLC66A2
Q13158	FADD
O43823	AKAP8
P57740	NUP107
Q8WV41	SNX33
Q9BYC5	FUT8
Q10570	CPSF1
Q01518	CAP1
Q10471	GALNT2
Q92685	ALG3
Q96FS4	SIPA1
Q07666	KHDRBS1
Q2M1P5	KIF7
P35367	HRH1
Q93100	PHKB
Q9NVE7	PANK4
O60673	REV3L
Q9UKT5	FBXO4
Q12756	KIF1A
Q14999	CUL7
Q9Y519	TMEM184B
Q9HAH1	ZNF556
Q86TP1	PRUNE1
Q9GZV5	WWTR1
Q15173	PPP2R5B
Q92597	NDRG1
Q9UI47	CTNNA3
O14662	STX16
Q5FWE3	PRRT3
Q9HAZ1	CLK4
Q14204	DYNC1H1
Q5VU43	PDE4DIP
Q9Y4D8	HECTD4
Q13243	SRSF5
Q8NAP3	ZBTB38
Q63HQ0	AP1AR
P17026	ZNF22
Q9P107	GMIP
Q9Y561	LRP12
Q9UJ70	NAGK
Q92844	TANK
Q53GT1	KLHL22
Q8IUW5	RELL1
O43353	RIPK2
Q15569	TESK1
Q13393	PLD1
O95831	AIFM1
O95544	NADK
Q6ZSZ5	ARHGEF18
Q96EN8	MOCOS
Q4V328	GRIPAP1
Q9H1H9	KIF13A
P26045	PTPN3
Q14596	NBR1
Q9H2U2	PPA2
O76041	NEBL
Q9Y4F3	MARF1
O15273	TCAP
Q13330	MTA1
Q68BL7	OLFML2A
Q96Q40	CDK15
O95999	BCL10
O95835	LATS1
Q6PH81	C16orf87
Q68DA7	FMN1
Q9BZ72	PITPNM2
O15061	SYNM
O15169	AXIN1
Q96N64	PWWP2A
P33241	LSP1
P53667	LIMK1
Q99973	TEP1
Q9H0F6	SHARPIN
Q5T011	SZT2
P10075	GLI4
P41212	ETV6
Q96B54	ZNF428
Q8N4L2	PIP4P2
Q5T7W0	ZNF618
Q58EX2	SDK2
C9JLW8	MCRIP1
O75955	FLOT1
Q99638	RAD9A
Q9H6Z4	RANBP3
P49761	CLK3
O96018	APBA3
Q14653	IRF3
Q86YT6	MIB1
Q9NQB0	TCF7L2
Q15637	SF1
Q8N5C8	TAB3
Q8WXE0	CASKIN2
Q9NR82	KCNQ5
Q96HA9	PEX11G
Q14106	TOB2
O60583	CCNT2
P55197	MLLT10
Q13829	TNFAIP1
Q9HD42	CHMP1A
Q12979	ABR
Q15172	PPP2R5A
P20794	MAK
O43933	PEX1
Q14011	CIRBP
P47736	RAP1GAP
O95155	UBE4B
Q16537	PPP2R5E
Q9NU19	TBC1D22B
Q9BQD3	KXD1
P56749	CLDN12
Q9NTZ6	RBM12
Q8N3Y1	FBXW8
Q9NVW2	RLIM
Q6ZUS6	CCDC149
Q9NXX6	NSMCE4A
Q8IWX8	CHERP
Q9NWB6	ARGLU1
Q9UN36	NDRG2
Q9UGV2	NDRG3
Q9UIW2	PLXNA1
P35221	CTNNA1
P61764	STXBP1
Q7Z5R6	APBB1IP
Q14767	LTBP2
O95429	BAG4
Q8WWY3	PRPF31
Q6NV75	GPR153
Q86VQ0	LCA5
Q9BY77	POLDIP3
Q8TBC5	ZSCAN18
Q14166	TTLL12
O75131	CPNE3
Q14789	GOLGB1
Q9NPH3	IL1RAP
Q7LG56	RRM2B
Q9BTU6	PI4K2A
Q01850	CDR2
Q5T8I3	FAM102B
Q5T9C2	FAM102A
Q9ULV0	MYO5B
Q8N5Y2	MSL3
Q7Z3E2	CCDC186
Q9UBG0	MRC2
Q86WP2	GPBP1
P46019	PHKA2
Q9NX94	WBP1L
O14713	ITGB1BP1
Q9BZ67	FRMD8
Q8N6U8	GPR161
P35606	COPB2
Q92629	SGCD
Q9UGI8	TES
Q9UHB6	LIMA1
Q13683	ITGA7
Q9NW07	ZNF358
O14874	BCKDK
Q99607	ELF4
Q9UBF9	MYOT
P04150	NR3C1
Q9H813	PACC1
Q13315	ATM
Q06455	RUNX1T1
P49759	CLK1
Q7L9B9	EEPD1
P02545	LMNA
P12883	MYH7
Q8N1W1	ARHGEF28
Q92681	RSC1A1
Q92621	NUP205
Q9HB20	PLEKHA3
Q86UW7	CADPS2
Q676U5	ATG16L1
Q8N122	RPTOR
Q9Y2G3	ATP11B
C9J069	AJM1
P07738	BPGM
Q6NT76	HMBOX1
Q9C0D7	ZC3H12C
Q9BZE4	GTPBP4
P45973	CBX5
Q9NZH0	GPRC5B
Q9UBS8	RNF14
Q9UL54	TAOK2
Q9BZF3	OSBPL6
Q92804	TAF15
Q7Z3U7	MON2
Q8WYK2	JDP2
O43251	RBFOX2
P15173	MYOG
Q3KP44	ANKRD55
Q5T0B9	ZNF362
Q8IZR5	CMTM4
Q3MHD2	LSM12
Q9HA47	UCK1
Q12874	SF3A3
Q14135	VGLL4
Q8IWY9	CDAN1
O75907	DGAT1
Q8IVN3	MUSTN1
Q13561	DCTN2
Q05397	PTK2
P31751	AKT2
P45985	MAP2K4
Q9Y285	FARSA
Q03164	KMT2A
Q9BYV2	TRIM54
P18858	LIG1
Q8IY95	TMEM192
Q7Z698	SPRED2
A6NKF1	SAC3D1
Q9Y5S1	TRPV2
Q16828	DUSP6
Q9NZ52	GGA3
Q9NRJ4	TULP4
Q92882	OSTF1
P40306	PSMB10
Q9H788	SH2D4A
Q96A65	EXOC4
